username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,followers,text,hashtags
PMRKotaBharu,Pusat Informasi Rakyat 🙂,"Kota Bharu, Kelantan",372,27849,2/5/2018 2:06,12/20/2020 0:39,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",467
PMRPasirPuteh,Akaun rasmi Pejabat Penerangan Daerah Pasir Puteh,"Pasir Puteh, Kelantan",271,13676,12/17/2018 5:43,12/20/2020 0:39,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",346
PMRKotaBharu,Pusat Informasi Rakyat 🙂,"Kota Bharu, Kelantan",372,27849,2/5/2018 2:06,12/20/2020 0:38,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",467
PMRKotaBharu,Pusat Informasi Rakyat 🙂,"Kota Bharu, Kelantan",372,27849,2/5/2018 2:06,12/20/2020 0:36,70,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]",467
PMRPasirPuteh,Akaun rasmi Pejabat Penerangan Daerah Pasir Puteh,"Pasir Puteh, Kelantan",271,13676,12/17/2018 5:43,12/20/2020 0:35,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",346
RakyatMerdeka99,Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,"Graha Pena, Kebayoran Lama 12",201,35676,3/22/2016 13:54,12/20/2020 0:30,3,"Top News Koran Rakyat Merdeka

Jelang Program Vaksinasi Covid-19
Netizen Dukung Pemerintah Siapkan Nakes Dan Vaksinator

#Vaksin #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid

https://t.co/wVsnyUUrf3","[{'text': 'Vaksin', 'indices': [121, 128]}, {'text': 'Corona', 'indices': [129, 136]}, {'text': 'coronavirus', 'indices': [137, 149]}, {'text': 'COVID19', 'indices': [150, 158]}, {'text': 'COVIDー19', 'indices': [159, 168]}, {'text': 'COVID__19', 'indices': [169, 179]}, {'text': 'Covid_19', 'indices': [180, 189]}, {'text': 'COVID', 'indices': [190, 196]}, {'text': 'RakyatMerdeka', 'indices': [197, 211]}, {'text': 'RMCoid', 'indices': [212, 219]}]",1566
RakyatMerdeka99,Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,"Graha Pena, Kebayoran Lama 12",201,35676,3/22/2016 13:54,12/20/2020 0:29,3,"Top News Koran Rakyat Merdeka

7 Persen Rakyat Tolak Vaksin Corona, Pak Luhut, Gimana Ini?

#vaksin #sinovac #luhut #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMCoid 
 https://t.co/LVKObwpVFK","[{'text': 'vaksin', 'indices': [92, 99]}, {'text': 'sinovac', 'indices': [100, 108]}, {'text': 'luhut', 'indices': [109, 115]}, {'text': 'Corona', 'indices': [116, 123]}, {'text': 'coronavirus', 'indices': [124, 136]}, {'text': 'COVID19', 'indices': [137, 145]}, {'text': 'COVIDー19', 'indices': [146, 155]}, {'text': 'COVID__19', 'indices': [156, 166]}, {'text': 'Covid_19', 'indices': [167, 176]}, {'text': 'COVID', 'indices': [177, 183]}, {'text': 'RakyatMerdeka', 'indices': [184, 198]}, {'text': 'RMCoid', 'indices': [199, 206]}]",1566
McNoc_Jeli,,"Jeli, Kelantan",1006,21795,12/17/2013 7:34,12/20/2020 0:22,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",370
inewsdotid,"Official Twitter of https://t.co/VcBPTpbkAZ, MNC Media Group | redaksi@inews.id | sales@inews.id | Android : https://t.co/ZZuh3jfXGC iPhone : https://t.co/Qtp13CrCFh","Jakarta, Indonesia",182,124655,12/22/2017 12:20,12/20/2020 0:20,0,"Sekilas tentang tiga vaksin utama Covid-19.

#Vaksin #PfizerBioNTech #Sinovac #Moderna #Covid_19 #iNewsid #IniBaruBerita 

 https://t.co/pwNJ9LoxSw","[{'text': 'Vaksin', 'indices': [45, 52]}, {'text': 'PfizerBioNTech', 'indices': [53, 68]}, {'text': 'Sinovac', 'indices': [69, 77]}, {'text': 'Moderna', 'indices': [78, 86]}, {'text': 'Covid_19', 'indices': [87, 96]}, {'text': 'iNewsid', 'indices': [97, 105]}, {'text': 'IniBaruBerita', 'indices': [106, 120]}]",2387
AbeYeh4644,,,4,16403,3/10/2019 5:09,12/20/2020 0:18,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",26
AbeYeh4644,,,4,16403,3/10/2019 5:09,12/20/2020 0:16,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",26
beritartmsabah,Twitter rasmi Seksyen Berita Ehwal Semasa RTM Sabah. Facebook: Berita RTM SABAH.,"Kota Kinabalu, Sabah",144,15611,4/18/2020 11:56,12/20/2020 0:03,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",325
beritartmsabah,Twitter rasmi Seksyen Berita Ehwal Semasa RTM Sabah. Facebook: Berita RTM SABAH.,"Kota Kinabalu, Sabah",144,15611,4/18/2020 11:56,12/20/2020 0:02,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",325
Siskaarrr,Siskarr,,653,943,8/21/2020 1:59,12/19/2020 23:57,0,"Presiden Jokowi Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
#vaksin #covid_19 #jokowi https://t.co/2hbFYQSmMM","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid_19', 'indices': [80, 89]}, {'text': 'jokowi', 'indices': [90, 97]}]",670
Bangsaindo_,Pemersatu Bangsa,,630,4628,1/9/2020 5:11,12/19/2020 23:54,0,"Presiden Jokowi Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19
#vaksin #covid_19 #jokowi https://t.co/V2k6CpW5ZG","[{'text': 'vaksin', 'indices': [72, 79]}, {'text': 'covid_19', 'indices': [80, 89]}, {'text': 'jokowi', 'indices': [90, 97]}]",523
Abdi776,stance enthusiast,"DKI Jakarta, Indonesia",95,18,5/2/2020 20:20,12/19/2020 23:49,0,"Bisnis yg menarik..
Modal sekali,,pemakaian jangka panjang..
Karena berhubungan dengan sugesti pasti bnyak yg percaya..
#covid19
#rapidantigen 
#rapidtest 
#VaksinUntukKita 
#Vaksin 
#vaksincorona 
#vaksincovid19 
Cari tau dulu kebenarannya baru kamu yakini,,JANGAN DIBALIK!!!","[{'text': 'covid19', 'indices': [120, 128]}, {'text': 'rapidantigen', 'indices': [129, 142]}, {'text': 'rapidtest', 'indices': [144, 154]}, {'text': 'VaksinUntukKita', 'indices': [156, 172]}, {'text': 'Vaksin', 'indices': [174, 181]}, {'text': 'vaksincorona', 'indices': [183, 196]}, {'text': 'vaksincovid19', 'indices': [198, 212]}]",10
MonitorJadul,"Komunikasi visual sangat gampang diterima mata dan pikiran, banyak pesan yang tersirat didalamnya.",,143,1131,8/4/2020 3:37,12/19/2020 23:40,0,Presiden Joko Widodo Bersedia Menjadi Orang Pertama disuntik Vaksin Covid-19 #VaksinCovid19 https://t.co/rLt1RGa4YS,"[{'text': 'VaksinCovid19', 'indices': [77, 91]}]",57
Rajawali_NKRI,"Bangga menjadi Indonesia, jaya selalu negeri ku.",,111,1101,8/20/2020 1:52,12/19/2020 23:39,0,"Orang pertama Indonesia, menjadi yang pertama di vaksin covid-19 #VaksinCovid19 https://t.co/wBPRhDyXxt","[{'text': 'VaksinCovid19', 'indices': [65, 79]}]",49
fahrinazul1,😎,,326,562,11/8/2017 7:03,12/19/2020 23:39,0,Presiden Jokowi SIAP menjadi pasien pertama penyuntikan vaksin #VaksinCovid19 https://t.co/8Yb7IKI5VG,"[{'text': 'VaksinCovid19', 'indices': [63, 77]}]",72
noobgaming66,lelaki suci dan murni :),"UT: 27.215556,-66.181641",511,24847,6/19/2010 23:36,12/19/2020 23:10,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",149
iki_jipo,"Manusia Tidak Dirancang Untuk Gagal, Tapi Manusia Yang Gagal Untuk Merancang",Donomulyo,191,33561,3/9/2014 20:26,12/19/2020 23:03,0,"Bismillah FOUNDING TITAN

#VaksinUntukKita 
https://t.co/9Tarv0Cp49","[{'text': 'VaksinUntukKita', 'indices': [26, 42]}]",319
laga_joseph,,,151,4773,2/5/2020 1:38,12/19/2020 23:03,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",95
JapenSPU2019,,,46,2163,4/15/2019 3:54,12/19/2020 23:01,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",26
athiraheirahamz,aku adalah aku,penang ,109,2172,2/4/2020 14:03,12/19/2020 23:01,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]",29
JPenerangan,Menyampaikan maklumat Kerajaan kepada rakyat & mengumpul maklumat daripada rakyat untuk dimaklumkan kepada Kerajaan.,Wilayah Persekutuan Putrajaya,336,43009,2/17/2010 1:10,12/19/2020 23:00,38,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [48, 63]}, {'text': 'VaksinCOVID19', 'indices': [64, 78]}, {'text': 'JabatanPenerangan', 'indices': [80, 98]}]",165169
L_Harahap,"Free heart from hatred, free mind from worries, live simply, give more, expect less! Those are my rules to get happiness!","Tangerang, Indonesia",633,83085,12/12/2009 6:45,12/19/2020 22:29,40,"Dengan dukung satu sama lain, masa-masa seperti ini pasti akan segera terlewati. Diaminin aja yah semua ini cepat berakhir, dan kita semua bisa menata hidup yang lebih baik lagi dengan bantuan vaksin! 

#VaksinUntukKita https://t.co/7Ol220FPLV",[],869
Alief1Ba,"Advokat,, insan yg ingin selalu belajar, penikmat puisi, penyuka filsafat dan humor...""","Gresik, Indonesia",483,15426,7/2/2017 10:15,12/19/2020 21:33,5,Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,"[{'text': 'Pidana', 'indices': [84, 91]}, {'text': 'Vaksin', 'indices': [92, 99]}, {'text': 'KlinikHukumonline', 'indices': [100, 118]}, {'text': 'Hukumonline', 'indices': [119, 131]}]",83
jpnncom,"Ada Cerita di Balik Berita
Official Twitter https://t.co/fV3ZUub6KD

Download Android & IOS: https://t.co/eobWFyZi1Y
Contact Us: info@jpnn.com",Indonesia,0,618518,10/2/2009 8:23,12/19/2020 21:15,0,"Vaksinasi merupakan langkah yang aman dan umum dilakukan di dunia, termasuk di Indonesia. #Vaksin https://t.co/dEzo0KNd1y","[{'text': 'Vaksin', 'indices': [90, 97]}]",55021
Alva47831808,watcher,,864,9496,11/2/2020 2:31,12/19/2020 19:55,2,Semoga dengan  vaksinasi yang akan datang di Indonesia nanti bisa membantu mencegah penyebaran Covid-19. #VaksinUntukKita,[],39
Alva47831808,watcher,,864,9496,11/2/2020 2:31,12/19/2020 19:55,59,"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
#VaksinUntukKita https://t.co/Lij4qGKILa","[{'text': 'KembaliBertemu', 'indices': [26, 41]}]",39
donibar,"I'm a Backpacker and  farming is my bussiness. I like to talk about Mountains, Beaches, Rivers, Forest, Camping, and  Traveling. Don't forget your song !",Semarang City,214,11025,9/16/2009 8:09,12/19/2020 19:47,0,"Saya 📌 pin disini sebagai pengingat dan catatan 🗒️
Semoga perintah #presidenku terlaksana dengan sebaik baiknya.
#VaksinUntukKita https://t.co/dazYHXuYIt","[{'text': 'presidenku', 'indices': [67, 78]}, {'text': 'VaksinUntukKita', 'indices': [113, 129]}]",564
YONOGUNDUL007,Bismillah,,147,1191,1/5/2018 17:24,12/19/2020 19:42,10,"Prof. Zubairi Djoerban selaku Ketua Satgas Covid-19 Ikatan Dokter Indonesia menjelaskan bahwa Ikatan Dokter Indonesia (IDI) akan mendukung vaksinasi setelah EUA keluar. 
#VaksinUntukKita https://t.co/DnPi1qgoYY",[],74
WRYOUTH_,penikmat summer,,0,48,10/16/2020 4:32,12/19/2020 19:22,0,"Aturan, mutus rantai penyebaran dan penularan #COVID19 asli makin kesini makin bikin mikir.
Sekolah online, #pilkada offline.
Denda ada lagi, itu uang denda masuk kas negara untuk apa? Untuk tenaga medis kah? Beli #Vaksin kah? Buat apa kalo ujung2 vaksin beli sendiri.
#PanenRaya!","[{'text': 'COVID19', 'indices': [46, 54]}, {'text': 'pilkada', 'indices': [108, 116]}, {'text': 'Vaksin', 'indices': [214, 221]}, {'text': 'PanenRaya', 'indices': [269, 279]}]",0
cottonprinc_e,"orang males tapi rajin. orang sabar tapi pemarah. 
EXO, NCT, DAY6, and MX are my boys ❤
FA, but sometimes being a BA",She/Her. si gak asik,1575,16406,3/25/2016 1:53,12/19/2020 18:03,2,"Dengan kehadiran vaksin, Organisasi Kesehatan Dunia (WHO) menghimbau negara-negara buat melakukan perencanaan awal distribusi vaksin Covid-19 agar proses vaksinasi nantinya bisa dilakukan dengan cepat dan efisien! 

#VaksinUntukKita https://t.co/EgWFlF4I5I",[],1409
rarakthforever,"( 🌈 ) #방탄소년단 @BTS_twt 💜 
#TAEHYUNG ◡̈",she/her/03L.,1751,13550,4/21/2018 1:31,12/19/2020 18:02,172,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF",[],1865
Norma_Jaafar,We are different in many ways but still we respect each others. May Allah swt bless us with peace & harmony. Aamiin.,"Kuching, Sarawak",130,8017,11/9/2015 8:38,12/19/2020 17:57,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",240
excusememasen,synonym for perfection : jeon wonwoo,,502,54029,5/7/2013 4:29,12/19/2020 17:20,12,"Minggu ini ada berita apa aja ya tentang vaksin? Simak selengkapnya di Berita Baru Vaksin kali ini, yuk! 

#VaksinUntukKita https://t.co/KhSOFxFBAs",[],470
jpnncom,"Ada Cerita di Balik Berita
Official Twitter https://t.co/fV3ZUub6KD

Download Android & IOS: https://t.co/eobWFyZi1Y
Contact Us: info@jpnn.com",Indonesia,0,618518,10/2/2009 8:23,12/19/2020 16:55,0,Menteri Kesehatan Spanyol Salvador Illa pada Jumat (18/12) mengatakan vaksinasi COVID-19 akan dimulai di Spanyol pada 27 Desember #vaksincovid-19 https://t.co/yrJMxlXVsy,"[{'text': 'vaksincovid', 'indices': [130, 142]}]",55021
kangkhoiry,‏‏‏‏‏‏خير الناس انفعهم للناس,Semarang,361,8111,3/1/2018 10:56,12/19/2020 16:50,1,"Kalo di berita sih katanya beberapa negara udah pada siap proses vaksinasi. Nah, penasaran nggak sih kalo di Indonesia sendiri udah sejauh mana persiapannya?
#VaksinUntukKita",[],380
Momovele,"Berita buruk selalu datang berdampingan. Kalau tidak dengan berita yang sama buruknya, dia akan hadir bergandengan dengan berita baik. https://t.co/y9zFeOom6V",Indonesia ,318,634,1/1/2019 18:26,12/19/2020 16:50,1,"Jadi kapan nih #VaksinUntukKita dan #vaksingratisutkrakyat itu mulai di suntikan ke orang pertama, pengen liat reaksinya secepat mungkin. https://t.co/HzpnSWMNHF","[{'text': 'VaksinUntukKita', 'indices': [15, 31]}, {'text': 'vaksingratisutkrakyat', 'indices': [36, 58]}]",88
lisyah_na,📚 Pend. Bahasa Indonesia Pascasarjana UNM 2019 || Tumblr & IG: @Lisyah_na,Boleh di hatimu saja?,506,26035,11/17/2014 1:56,12/19/2020 16:42,59,"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
#VaksinUntukKita https://t.co/Lij4qGKILa","[{'text': 'KembaliBertemu', 'indices': [26, 41]}]",709
Momovele,"Berita buruk selalu datang berdampingan. Kalau tidak dengan berita yang sama buruknya, dia akan hadir bergandengan dengan berita baik. https://t.co/y9zFeOom6V",Indonesia ,318,634,1/1/2019 18:26,12/19/2020 16:39,1,"Anvisa : Sinovac menggunakan kriteria yang ""tidak transparan"" untuk mendapatkan persetujuan darurat atas vaksin CoronaVac.

Bagaiman dengan #VaksinUntukKita di Indonesia??? 
https://t.co/fXcks3BNaU","[{'text': 'VaksinUntukKita', 'indices': [140, 156]}]",88
stefanusmete12,Hidup sejahtera,,33,445,7/20/2020 18:39,12/19/2020 16:28,31,"3 Alasan vaksin covid-19 hrs gratis untuk seluruh Rakyat.

This 👇:

#vaksinuntukkita 
#vaksingratis
#freevaccines https://t.co/aS6NWTm2GO","[{'text': 'vaksinuntukkita', 'indices': [87, 103]}, {'text': 'vaksingratis', 'indices': [105, 118]}, {'text': 'freevaccines', 'indices': [119, 132]}]",17
Momovele,"Berita buruk selalu datang berdampingan. Kalau tidak dengan berita yang sama buruknya, dia akan hadir bergandengan dengan berita baik. https://t.co/y9zFeOom6V",Indonesia ,318,634,1/1/2019 18:26,12/19/2020 16:28,0,"Waduh, abis disuntik vaksin covid-19 langsung pingsan !!! 
#VaksinUntukKita Gimana jadinya nih?  
https://t.co/nMMPpU804n","[{'text': 'VaksinUntukKita', 'indices': [59, 75]}]",88
PMRLangkawi1,"Pusat Maklumat Rakyat Langkawi
Pejabat Penerangan Daerah Langkawi
Kompleks LADA, Kuah, Langkawi
☎ 04 - 966 6289
📠 04 - 966 1325","Langkawi, Kedah",987,16833,3/25/2020 16:06,12/19/2020 16:04,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",329
syibranCPKA,,aceh,52,39,3/25/2014 16:40,12/19/2020 15:55,1,"sedikit info ttg vaksin corona... 

#VaksinCovid19 
#VaksinCovid19 https://t.co/otIM5xyzps","[{'text': 'VaksinCovid19', 'indices': [52, 66]}, {'text': 'VaksinCovid19', 'indices': [68, 82]}]",4
NadiaFaizal83,"If you want to love others, I think you should love yourself first",,1301,74066,1/9/2014 6:07,12/19/2020 15:53,70,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]",1835
NadiaFaizal83,"If you want to love others, I think you should love yourself first",,1301,74066,1/9/2014 6:07,12/19/2020 15:52,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",1835
veniartha,"Kindness in words creates confidence, Kindness in thinking creates profoundness, Kindness in giving creates love.","DKI Jakarta, Indonesia",157,10258,5/6/2009 6:25,12/19/2020 15:49,5,Benarkah kita bisa dipidana jika menolak divaksinasi COVID-19? 😰😰😱 #Pidana #Vaksin #KlinikHukumonline #Hukumonline https://t.co/ifjPoqTtyN,"[{'text': 'Pidana', 'indices': [84, 91]}, {'text': 'Vaksin', 'indices': [92, 99]}, {'text': 'KlinikHukumonline', 'indices': [100, 118]}, {'text': 'Hukumonline', 'indices': [119, 131]}]",143
min_wahab,Bahasa Perbuatan itu Nilainya Lebih Tinggi dari Bahasa Ucapan.,Indonesia,984,39485,3/19/2014 15:18,12/19/2020 15:15,1,"Sambil kita menunggu dan percayakan vaksin Sinovac di Indonesia kepada BPOM, disiplin 3Mnya harus tetep jalan ya! 

Sumber: https://t.co/82APsyPVwW
https://t.co/HQCCGoOGlj

#VaksinUntukKita",[],157
min_wahab,Bahasa Perbuatan itu Nilainya Lebih Tinggi dari Bahasa Ucapan.,Indonesia,984,39485,3/19/2014 15:18,12/19/2020 15:14,5,"Ternyata negara-negara ini juga berencana membeli dan bahkan mulai menetapkan tanggal pemberian vaksin Sinovac. 

#VaksinUntukKita https://t.co/5zoyAkkoQh",[],157
Mylibradiary,Medical student,Indonesia,86,14473,10/31/2012 7:16,12/19/2020 15:04,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[],27
vilnatanchan,,,1186,1440,3/31/2017 23:51,12/19/2020 14:58,172,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF",[],68
BalingPmr,,,137,21669,5/20/2019 3:02,12/19/2020 14:38,55,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",190
