username,tweetcreatedts,text,tweet_clean,tweet_english
EdwarFeggy,8/9/2020 14:23,"Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan.

#vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua

Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak. https://t.co/jixW5k28Qm",Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan. #vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak.,The health of the Indonesian people must certainly include from Sabang to Merauke. Vaccines as an element too. Nutrition is the same. It needs to be strengthened. #vaksinuntukkita #vaksinuntuksuansa #sehatuntuksAll Note: The mask is opened first so you can talk to fellow residents While keeping your distance. 
liranti,8/19/2009 11:28,"Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan.

#vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua

Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak. https://t.co/jixW5k28Qm",Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan. #vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak.,The health of the Indonesian people must certainly include from Sabang to Merauke. Vaccines as an element too. Nutrition is the same. It needs to be strengthened. #vaksinuntukkita #vaksinuntuksuansa #sehatuntuksAll Note: The mask is opened first so you can talk to fellow residents While keeping your distance. 
insunpredator,8/5/2015 23:40,"Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan.

#vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua

Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak. https://t.co/jixW5k28Qm",Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan. #vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak.,The health of the Indonesian people must certainly include from Sabang to Merauke. Vaccines as an element too. Nutrition is the same. It needs to be strengthened. #vaksinuntukkita #vaksinuntuksuansa #sehatuntuksAll Note: The mask is opened first so you can talk to fellow residents While keeping your distance. 
RebanaIndo,9/4/2017 17:40,"Prof. Zubairi Djoerban selaku Ketua Satgas Covid-19 Ikatan Dokter Indonesia menjelaskan bahwa Ikatan Dokter Indonesia (IDI) akan mendukung vaksinasi setelah EUA keluar. 
#VaksinUntukKita https://t.co/DnPi1qgoYY",Prof. Zubairi Djoerban selaku Ketua Satgas Covid-19 Ikatan Dokter Indonesia menjelaskan bahwa Ikatan Dokter Indonesia (IDI) akan mendukung vaksinasi setelah EUA keluar. #VaksinUntukKita,Prof. Zubairi Djoerban as Chair of the Covid-19 Task Force for the Indonesian Doctors Association explained that the Indonesian Doctors Association (IDI) would support vaccination after EUA was released. #VaccinesFor Us 
adhinovth,12/24/2016 9:15,"Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan.

#vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua

Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak. https://t.co/jixW5k28Qm",Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan. #vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak.,The health of the Indonesian people must certainly include from Sabang to Merauke. Vaccines as an element too. Nutrition is the same. It needs to be strengthened. #vaksinuntukkita #vaksinuntuksuansa #sehatuntuksAll Note: The mask is opened first so you can talk to fellow residents While keeping your distance. 
MrsRaaid,1/19/2016 2:50,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19,Protect our loved ones with vaccines. #Our Communications # VaksinCOVID19 
MrsRaaid,1/19/2016 2:50,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
dr_koko28,10/17/2018 23:31,"Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan.

#vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua

Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak. https://t.co/jixW5k28Qm",Sehatnya rakyat Indonesia tentu harus mencakup dari Sabang sampai Merauke. Vaksin sebagai satu elemen pun begitu. Gizi pun sama. Perlu dikuatkan. #vaksinuntukkita #vaksinuntuksemua #sehatuntuksemua Catatan : Masker dibuka dulu agar bisa bercakap sesama warga. Sambil jaga jarak.,The health of the Indonesian people must certainly include from Sabang to Merauke. Vaccines as an element too. Nutrition is the same. It needs to be strengthened. #vaksinuntukkita #vaksinuntuksuansa #sehatuntuksAll Note: The mask is opened first so you can talk to fellow residents While keeping your distance. 
leliana_p,2/8/2015 6:11,"Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. 
#VaksinUntukKita https://t.co/Lij4qGKILa",Bisa #KembaliBertemu orang tua yang terkasih dan dirindukan memang menjadi hal yang tak ternilai bagi para tenaga kesehatan. Makanya kita sama-sama dukung mereka dengan terus menaati protokol 3M. #VaksinUntukKita,Can #Back Meeting parents who are loved and missed is indeed an invaluable thing for health workers. That's why we all support them by continuing to adhere to the 3M protocol. #VaccinesFor Us 
RadioRTM_Rasmi,4/28/2020 12:36,"Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FACs, Felo @akademisains bagi membicarakan topik mengenai Vaksin Dalam Kehidupan.

Jam 10.30 pagi, pada Isnin, 21 Disember 2020. Dengarkannya di @nasionalfm_my atau ikuti melalui https://t.co/QJy5grtvgy

.
#mosti
#STIE
#vaksin https://t.co/iGrLerXJeh","Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FACs, Felo @akademisains bagi membicarakan topik mengenai Vaksin Dalam Kehidupan. Jam 10.30 pagi, pada Isnin, 21 Disember 2020. Dengarkannya di @nasionalfm_my atau ikuti melalui . #mosti #STIE #vaksin","Together with YBhg. Prof. Datuk Dr. Lokman Judge Sulaiman FACs, Fellow @akademisains to discuss the topic of Vaccines in Life. 10.30 am, on Monday, 21 December 2020. Listen to it on @nasionalfm_my or follow through. #mosti #STIE #vaksin "
officialmosti,4/19/2012 3:14,"Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FACs, Felo @akademisains bagi membicarakan topik mengenai Vaksin Dalam Kehidupan.

Jam 10.30 pagi, pada Isnin, 21 Disember 2020. Dengarkannya di @nasionalfm_my atau ikuti melalui https://t.co/QJy5grtvgy

.
#mosti
#STIE
#vaksin https://t.co/iGrLerXJeh","Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FACs, Felo @akademisains bagi membicarakan topik mengenai Vaksin Dalam Kehidupan. Jam 10.30 pagi, pada Isnin, 21 Disember 2020. Dengarkannya di @nasionalfm_my atau ikuti melalui . #mosti #STIE #vaksin","Together with YBhg. Prof. Datuk Dr. Lokman Judge Sulaiman FACs, Fellow @akademisains to discuss the topic of Vaccines in Life. 10.30 am, on Monday, 21 December 2020. Listen to it on @nasionalfm_my or follow through. #mosti #STIE #vaksin "
tok_jawa,4/7/2018 10:51,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
PEDOMAN_id,5/10/2010 8:35,"Ada golongan yg terus menggunakan absurditas utk memgkritik, soal vaksin. Malas belajar, malas baca...tapi nyalak nyaring 😄 @PretiWn @SunandarPS @PEDOMAN_id #vaksinuntukkita https://t.co/37pVMhaA4k","Ada golongan yg terus menggunakan absurditas utk memgkritik, soal vaksin. Malas belajar, malas baca...tapi nyalak nyaring @PretiWn @SunandarPS @PEDOMAN_id #vaksinuntukkita","There are groups who continue to use absurdities to criticize vaccines. Lazy to study, lazy to read ... but loudly loud @PretiWn @SunandarPS @PEDOMAN_id #vaksinuntukkita "
elenarmy,6/23/2012 1:19,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan 
#PerlisMaju https://t.co/4WGzhfTyBY",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan #PerlisMaju,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan #PerlisMaju 
pixxradix2,6/3/2012 17:05,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB",Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di Sumber: @vivacoid ------------------ #NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah,Former Deputy Speaker of the DPR Fahri Hamzah conveyed a suggestion regarding the party that was vaccinated for the first time. Read in full at Source: @vivacoid ------------------ #NewsOne # VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah 
parkdien,5/6/2012 21:44,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan 
#PerlisMaju https://t.co/4WGzhfTyBY",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan #PerlisMaju,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan #PerlisMaju 
helloyunseong,5/26/2013 5:58,"Nah siapa nih yang udah kangen beraktivitas? Semoga dengan adanya vaksin bisa ngebantu untuk memutus penyebaran virus covid-19 ya, supaya kita semua bisa cepat-cepat kembali melakukan kegiatan yang udah lama ga dilakukan :) 

#VaksinUntukKita https://t.co/Rl54zbhuP8","Nah siapa nih yang udah kangen beraktivitas? Semoga dengan adanya vaksin bisa ngebantu untuk memutus penyebaran virus covid-19 ya, supaya kita semua bisa cepat-cepat kembali melakukan kegiatan yang udah lama ga dilakukan :) #VaksinUntukKita","So who has missed the activity? Hopefully the vaccine can help to cut the spread of the Covid-19 virus, so we can all quickly get back to activities that haven't been done for a long time :) #VaksinUntukKita "
PeneranganSibu,2/3/2020 7:51,"@JPenerangan RT @JPenerangan: Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/10SOzB5p7K",@JPenerangan RT @JPenerangan: Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan #sodiakroks,@JPenerangan RT @JPenerangan: Protect our loved ones with vaccines. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan #sodiakroks 
PeneranganSibu,2/3/2020 7:51,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
Nissafazalina,1/30/2012 9:23,"Nah faktor lain yang mempengaruhi pandemi seperti efektifitas vaksin, durasi perkembangan vaksin, dan jumlah orang yang divaksinasi juga berperan nih bun dengan kapan selesainya pandemi. 
#VaksinUntukKita https://t.co/lGfnAuUVZ5","Nah faktor lain yang mempengaruhi pandemi seperti efektifitas vaksin, durasi perkembangan vaksin, dan jumlah orang yang divaksinasi juga berperan nih bun dengan kapan selesainya pandemi. #VaksinUntukKita","So other factors that affect a pandemic such as vaccine effectiveness, duration of vaccine development, and the number of people vaccinated also play a role with when the pandemic is over. #VaccinesFor Us "
BudakBaonk_ID,5/29/2020 22:10,Hukum imunisasi. #UAS #Jokowi #Prabowo #Vaksin #imunisasi #haji2018 #netizenbudiman #netizenmahabenar #netizen #netizenindonesia #politik #asiangames2018 #jakartapalembang #indonesia https://t.co/Be0yN7ZcrA,Hukum imunisasi. #UAS #Jokowi #Prabowo #Vaksin #imunisasi #haji2018 #netizenbudiman #netizenmahabenar #netizen #netizenindonesia #politik #asiangames2018 #jakartapalembang #indonesia,Immunization law. #UAS #Jokowi #Prabowo #Vaccine #immunization # haji2018 #netizenbudiman #netizenmahabenar #netizen #netizenindonesia #politik # asiangames2018 #jakartapalembang #indonesia 
NSweetnikolet,5/26/2015 1:15,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19,Protect our loved ones with vaccines. #Our Communications # VaksinCOVID19 
nurkhafidhi,7/4/2018 13:50,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB",Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di Sumber: @vivacoid ------------------ #NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah,Former Deputy Speaker of the DPR Fahri Hamzah conveyed a suggestion regarding the party that was vaccinated for the first time. Read in full at Source: @vivacoid ------------------ #NewsOne # VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah 
rudyawok1,6/2/2013 5:00,"Peru Stop Uji Coba Klinis Vaksin Produk Tiongkok, Setelah Relawan Divaksin Alami Gangguan Neurologis

Nonton video selengkapnya di: https://t.co/Dz4or4R9Z9

#UjiKlinis #Vaksin #Neurologis https://t.co/YZAhBot85p","Peru Stop Uji Coba Klinis Vaksin Produk Tiongkok, Setelah Relawan Divaksin Alami Gangguan Neurologis Nonton video selengkapnya di: #UjiKlinis #Vaksin #Neurologis","Peru Stops Clinical Trials of Chinese Products Vaccines, After Volunteers Are Vaccinated with Neurological Disorders Watch the full video at: #Clinical Test #Vaccine #Neurological "
VaksinUntukKita,11/8/2020 15:48,"Minggu ini ada berita yang kita tunggu-tunggu nih! Apa aja ya kira-kira? Selengkapnya di Berita Baru Vaksin ya!

#VaksinUntukKita https://t.co/j9kCoNTniP",Minggu ini ada berita yang kita tunggu-tunggu nih! Apa aja ya kira-kira? Selengkapnya di Berita Baru Vaksin ya! #VaksinUntukKita,This week there is news that we have been waiting for! What do you think? Read more in the Vaccine News! #VaccinesFor Us 
noni_nitha,3/28/2011 15:50,"Badan POM bakal mengawal vaksin Covid-19 sebelum bahkan sesudah proses vaksinasi loh! 

#VaksinUntukKita https://t.co/gPp1JcV3t6",Badan POM bakal mengawal vaksin Covid-19 sebelum bahkan sesudah proses vaksinasi loh! #VaksinUntukKita,The POM will oversee the Covid-19 vaccine before even after the vaccination process! #VaccinesFor Us 
nila_shafira,1/13/2013 2:14,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Protect our loved ones with the vaccine. #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
tvOneNews,7/10/2009 8:16,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB",Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di Sumber: @vivacoid ------------------ #NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah,Former Deputy Speaker of the DPR Fahri Hamzah conveyed a suggestion regarding the party that was vaccinated for the first time. Read in full at Source: @vivacoid ------------------ #NewsOne # VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah 
nila_shafira,1/13/2013 2:14,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19,Protect our loved ones with vaccines. #Our Communications # VaksinCOVID19 
komangfuture,8/27/2012 10:14,Ini penegasan Presiden #Jokowi terkait #VaksinCovid19 sebelum disuntikkan kepada masyarakat https://t.co/sTpO6x8NfG via @weebly,Ini penegasan Presiden #Jokowi terkait #VaksinCovid19 sebelum disuntikkan kepada masyarakat via @weebly,This is President #Jokowi's affirmation regarding # VaksinCovid19 before being injected into the public via @weebly 
pmrkeningau,3/9/2017 0:32,"Lindungi orang yang kita sayang dengan vaksin.

#JaPenSabah 
#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/SBU1Xzfw69",Lindungi orang yang kita sayang dengan vaksin. #JaPenSabah #KomunikasiKita #VaksinCovid19 #JabatanPenerangan,Protect our loved ones with the vaccine. #JaPenSabah #KomunikasiKita # VaksinCovid19 #JabatanPenerangan 
KLfm972,4/13/2011 3:56,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/NxsjcMcPZZ",Lindungi orang yang kita sayang dengan vaksin. #KomunikasiKita #VaksinCOVID19,Protect our loved ones with vaccines. #Our Communications # VaksinCOVID19 
laodesahrulan,10/2/2012 13:23,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris #vaksin #BukanBeritaBiasa","Sinovac Throwed into Indonesia, China Choose Covid-19 Vaccine Made in Germany and England #Vaccine #BukanBeritaBisnis "
